source,target,value
Burundi,South Africa,3653
Bangladesh,South Africa,849
Cameroon,South Africa,525
Congo,South Africa,6035
Dem. Rep. of the Congo,South Africa,30125
Eritrea,South Africa,2219
Ethiopia,South Africa,18830
Kenya,South Africa,199
Rwanda,South Africa,1814
Somalia,South Africa,40133
Sudan,South Africa,183
Uganda,South Africa,696
Zimbabwe,South Africa,6217
Ukraine,Russian Federation,231787
Burundi,Rwanda,388
Dem. Rep. of the Congo,Rwanda,73400
Eritrea,Saudi Arabia,376
Bosnia and Herzegovina,Serbia and Kosovo: S/RES/1244 (1999),11325
Croatia,Serbia and Kosovo: S/RES/1244 (1999),32408
Mauritania,Senegal,13699
Rwanda,Senegal,274
Liberia,Sierra Leone,1326
Ethiopia,Somalia,2606
Central African Rep.,Sudan,4113
Chad,Sudan,8931
Eritrea,Sudan,109196
Ethiopia,Sudan,5495
Somalia,Sudan,181
South Sudan,Sudan,115451
Syrian Arab Rep.,Sudan,797
Central African Rep.,South Sudan,2040
Dem. Rep. of the Congo,South Sudan,15485
Ethiopia,South Sudan,4900
Sudan,South Sudan,225727
Burundi,Eswatini,113
Dem. Rep. of the Congo,Eswatini,232
Rwanda,Eswatini,106
Afghanistan,Switzerland,4119
Algeria,Switzerland,166
Angola,Switzerland,975
Armenia,Switzerland,108
Bosnia and Herzegovina,Switzerland,2460
Cambodia,Switzerland,356
China,Switzerland,3344
Cameroon,Switzerland,197
Dem. Rep. of the Congo,Switzerland,1337
Colombia,Switzerland,302
Eritrea,Switzerland,16091
Ethiopia,Switzerland,845
Guinea,Switzerland,111
Cote d'Ivoire,Switzerland,151
Iran (Islamic Rep. of),Switzerland,1486
Iraq,Switzerland,3751
Lao People's Dem. Rep.,Switzerland,143
Libya,Switzerland,216
Sri Lanka,Switzerland,3731
North Macedonia,Switzerland,181
Nigeria,Switzerland,142
Pakistan,Switzerland,104
Russian Federation,Switzerland,676
Rwanda,Switzerland,163
Serbia and Kosovo: S/RES/1244 (1999),Switzerland,3380
Somalia,Switzerland,4279
Viet Nam,Switzerland,1203
Sudan,Switzerland,200
Syrian Arab Rep.,Switzerland,5161
Togo,Switzerland,744
Tunisia,Switzerland,312
Turkey,Switzerland,3618
Yemen,Switzerland,300
Afghanistan,Syrian Arab Rep.,1214
Iraq,Syrian Arab Rep.,22980
Somalia,Syrian Arab Rep.,630
Sudan,Syrian Arab Rep.,653
Burundi,United Rep. of Tanzania,34313
Dem. Rep. of the Congo,United Rep. of Tanzania,53881
Somalia,United Rep. of Tanzania,150
Palestinian,Thailand,269
Sri Lanka,Thailand,159
Myanmar,Thailand,73762
Pakistan,Thailand,362
Afghanistan,Tajikistan,359
Central African Rep.,Togo,337
Dem. Rep. of the Congo,Togo,101
Ghana,Togo,18444
Cote d'Ivoire,Togo,2558
Rwanda,Togo,214
Syrian Arab Rep.,Tunisia,438
Afghanistan,Turkey,4188
Palestinian,Turkey,849
Iran (Islamic Rep. of),Turkey,3388
Iraq,Turkey,17542
Kyrgyzstan,Turkey,204
Somalia,Turkey,2389
Sudan,Turkey,218
Syrian Arab Rep.,Turkey,236496
Iraq,United Arab Emirates,348
Burundi,Uganda,11903
Dem. Rep. of the Congo,Uganda,178217
Eritrea,Uganda,2600
Ethiopia,Uganda,1265
Kenya,Uganda,1274
Rwanda,Uganda,14312
Somalia,Uganda,17010
Sudan,Uganda,1802
South Sudan,Uganda,157053
Colombia,Uruguay,130
Afghanistan,Uzbekistan,123
Colombia,Venezuela (Bolivarian Republic of),3965
Eritrea,Yemen,1254
Ethiopia,Yemen,5934
Palestinian,Yemen,463
Iraq,Yemen,3391
Somalia,Yemen,244204
Syrian Arab Rep.,Yemen,2276
Burundi,Zambia,2501
Dem. Rep. of the Congo,Zambia,18598
Rwanda,Zambia,1904
Somalia,Zambia,2314
Uganda,Zambia,105
Burundi,Zimbabwe,593
Dem. Rep. of the Congo,Zimbabwe,4866
Rwanda,Zimbabwe,484
Pakistan,Afghanistan,237038
Eritrea,Egypt,1405
Ethiopia,Egypt,1085
Palestinian,Egypt,70021
Cote d'Ivoire,Egypt,249
Iraq,Egypt,4347
Somalia,Egypt,4491
Sudan,Egypt,11296
South Sudan,Egypt,1686
Syrian Arab Rep.,Egypt,117635
Colombia,Argentina,541
Cuba,Argentina,265
Peru,Argentina,548
Syrian Arab Rep.,Argentina,276
Azerbaijan,Armenia,1501
Iraq,Armenia,1019
Syrian Arab Rep.,Armenia,611
Ukraine,Armenia,109
Afghanistan,Azerbaijan,602
Russian Federation,Azerbaijan,539
Iraq,Bahrain,237
Dem. Rep. of the Congo,Burundi,53029
Rwanda,Burundi,304
Afghanistan,Belgium,2934
Albania,Belgium,484
Angola,Belgium,100
Armenia,Belgium,126
Burundi,Belgium,311
China,Belgium,1305
Cameroon,Belgium,386
Dem. Rep. of the Congo,Belgium,1008
Djibouti,Belgium,228
Eritrea,Belgium,700
Ethiopia,Belgium,103
Guinea,Belgium,3150
Cote d'Ivoire,Belgium,165
Iran (Islamic Rep. of),Belgium,934
Iraq,Belgium,1943
Lebanon,Belgium,109
Sri Lanka,Belgium,387
Mauritania,Belgium,211
North Macedonia,Belgium,101
Pakistan,Belgium,188
Poland,Belgium,167
Russian Federation,Belgium,2733
Rwanda,Belgium,897
Senegal,Belgium,404
Somalia,Belgium,648
Sudan,Belgium,123
Syrian Arab Rep.,Belgium,4239
Togo,Belgium,174
Turkey,Belgium,627
Ukraine,Belgium,122
Central African Rep.,Benin,349
Cote d'Ivoire,Benin,157
Myanmar,Bangladesh,4396
Central African Rep.,Burkina Faso,153
Chad,Burkina Faso,112
Mali,Burkina Faso,33574
Afghanistan,Belarus,403
Syrian Arab Rep.,Belarus,138
Colombia,Bolivia (Plurinational State of),193
Peru,Bolivia (Plurinational State of),514
Namibia,Botswana,914
Somalia,Botswana,330
Zimbabwe,Botswana,678
Angola,Brazil,1083
Bolivia (Plurinational State of),Brazil,150
Dem. Rep. of the Congo,Brazil,1045
Colombia,Brazil,1280
Cuba,Brazil,143
Palestinian,Brazil,384
Iraq,Brazil,261
Liberia,Brazil,258
Lebanon,Brazil,399
Nigeria,Brazil,100
Pakistan,Brazil,133
Sierra Leone,Brazil,139
Syrian Arab Rep.,Brazil,2271
Croatia,Bosnia and Herzegovina,6679
Chad,Central African Rep.,237
Dem. Rep. of the Congo,Central African Rep.,4798
Rwanda,Central African Rep.,173
Sudan,Central African Rep.,1987
Central African Rep.,Chad,63397
Dem. Rep. of the Congo,Chad,185
Niger,Chad,401
Nigeria,Chad,5689
Sudan,Chad,299750
Somalia,China,117
Central African Rep.,Cameroon,267463
Chad,Cameroon,1798
Dem. Rep. of the Congo,Cameroon,512
Cote d'Ivoire,Cameroon,121
Nigeria,Cameroon,43634
Rwanda,Cameroon,858
Sudan,Cameroon,145
Angola,Congo,303
Central African Rep.,Congo,23664
Dem. Rep. of the Congo,Congo,12267
Rwanda,Congo,8549
Angola,Dem. Rep. of the Congo,561
Burundi,Dem. Rep. of the Congo,23163
Central African Rep.,Dem. Rep. of the Congo,107929
Congo,Dem. Rep. of the Congo,699
Rwanda,Dem. Rep. of the Congo,245052
South Sudan,Dem. Rep. of the Congo,5597
Western Sahara,Cuba,181
Eritrea,Djibouti,319
Ethiopia,Djibouti,522
Somalia,Djibouti,12323
Yemen,Djibouti,6157
Haiti,Dominican Rep.,600
Colombia,Ecuador,49917
Cuba,Ecuador,219
Somalia,Eritrea,2485
Dem. Rep. of the Congo,Ethiopia,426
Eritrea,Ethiopia,155231
Kenya,Ethiopia,3193
Somalia,Ethiopia,256669
Sudan,Ethiopia,37785
South Sudan,Ethiopia,281508
Yemen,Ethiopia,1088
Afghanistan,France,4397
Albania,France,2911
Algeria,France,1384
Angola,France,3349
Egypt,France,767
Armenia,France,4034
Azerbaijan,France,2816
Burundi,France,375
Bangladesh,France,3960
Bhutan,France,113
Burkina Faso,France,114
Belarus,France,515
Bosnia and Herzegovina,France,4055
Cambodia,France,11824
Central African Rep.,France,1607
Chad,France,1232
China,France,3260
Cameroon,France,816
Congo,France,3225
Dem. Rep. of the Congo,France,14182
Comoros,France,525
Colombia,France,475
Cuba,France,150
Djibouti,France,149
Eritrea,France,2208
Ethiopia,France,653
Gambia,France,184
Palestinian,France,565
Georgia,France,2826
Ghana,France,521
Guinea-Bissau,France,931
Guinea,France,6005
Haiti,France,3445
Cote d'Ivoire,France,2654
India,France,202
Iran (Islamic Rep. of),France,2417
Iraq,France,4787
Kazakhstan,France,499
Kyrgyzstan,France,283
Lao People's Dem. Rep.,France,6944
Liberia,France,218
Libya,France,143
Lebanon,France,117
Sri Lanka,France,24220
Madagascar,France,216
Mauritania,France,5066
North Macedonia,France,323
Rep. of Moldova,France,347
Mali,France,4050
Mongolia,France,384
Morocco,France,254
Myanmar,France,311
Nepal,France,119
Nigeria,France,1250
Pakistan,France,961
Peru,France,290
Poland,France,144
Romania,France,156
Russian Federation,France,14195
Rwanda,France,2795
Serbia and Kosovo: S/RES/1244 (1999),France,12500
Senegal,France,798
Sierra Leone,France,478
Somalia,France,2007
Viet Nam,France,8132
Sudan,France,4146
Slovakia,France,114
Syrian Arab Rep.,France,5179
Togo,France,693
Tunisia,France,247
Turkey,France,10652
Uganda,France,100
Ukraine,France,1038
Uzbekistan,France,216
Western Sahara,France,297
Chad,Gabon,647
Congo,Gabon,112
Cote d'Ivoire,Gambia,192
Senegal,Gambia,7392
Sierra Leone,Gambia,119
Iraq,Georgia,553
Russian Federation,Georgia,255
Ukraine,Georgia,382
Afghanistan,Germany,30026
Albania,Germany,472
Algeria,Germany,289
Angola,Germany,796
Egypt,Germany,636
Armenia,Germany,1191
Azerbaijan,Germany,2171
Bangladesh,Germany,186
Belarus,Germany,154
Bosnia and Herzegovina,Germany,1412
China,Germany,1406
Chile,Germany,184
Cameroon,Germany,515
Congo,Germany,178
Dem. Rep. of the Congo,Germany,1537
Cuba,Germany,102
Czechia,Germany,837
Eritrea,Germany,10980
Ethiopia,Germany,2657
Gambia,Germany,172
Georgia,Germany,360
Ghana,Germany,274
Guinea,Germany,641
Croatia,Germany,328
Hungary,Germany,291
Cote d'Ivoire,Germany,181
India,Germany,299
Iran (Islamic Rep. of),Germany,19763
Iraq,Germany,51396
Jordan,Germany,138
Japan,Germany,101
Kenya,Germany,180
Kyrgyzstan,Germany,104
Dem. People's Rep. of Korea,Germany,101
Libya,Germany,334
Lebanon,Germany,521
Sri Lanka,Germany,3920
North Macedonia,Germany,459
Morocco,Germany,161
Montenegro,Germany,237
Myanmar,Germany,708
Nigeria,Germany,981
Pakistan,Germany,4702
Poland,Germany,703
Romania,Germany,170
Russian Federation,Germany,4856
Rwanda,Germany,188
Serbia and Kosovo: S/RES/1244 (1999),Germany,9157
Sierra Leone,Germany,341
Somalia,Germany,4860
Viet Nam,Germany,1357
Sudan,Germany,457
Syrian Arab Rep.,Germany,115604
Tajikistan,Germany,103
Togo,Germany,1188
Turkey,Germany,20281
Uganda,Germany,112
Ukraine,Germany,320
United States of America,Germany,159
Yemen,Germany,140
Stateless,Germany,2935
Central African Rep.,Ghana,102
Cote d'Ivoire,Ghana,10807
Liberia,Ghana,2788
Sierra Leone,Ghana,118
Sudan,Ghana,279
Togo,Ghana,3041
Cote d'Ivoire,Guinea,6668
Liberia,Guinea,1768
Sierra Leone,Guinea,202
Bosnia and Herzegovina,Croatia,140
Central African Rep.,Cote d'Ivoire,319
Congo,Cote d'Ivoire,169
Dem. Rep. of the Congo,Cote d'Ivoire,157
Liberia,Cote d'Ivoire,1040
Afghanistan,India,10196
Iraq,India,287
Sri Lanka,India,64208
Myanmar,India,15735
Somalia,India,465
Afghanistan,Indonesia,2890
Palestinian,Indonesia,366
Iran (Islamic Rep. of),Indonesia,316
Iraq,Indonesia,217
Sri Lanka,Indonesia,319
Myanmar,Indonesia,686
Pakistan,Indonesia,344
Somalia,Indonesia,448
Sudan,Indonesia,171
Afghanistan,Ireland,182
Algeria,Ireland,188
Angola,Ireland,249
Congo,Ireland,204
Dem. Rep. of the Congo,Ireland,351
Czechia,Ireland,100
Iran (Islamic Rep. of),Ireland,144
Iraq,Ireland,409
Libya,Ireland,174
Rep. of Moldova,Ireland,106
Nigeria,Ireland,438
Pakistan,Ireland,167
Romania,Ireland,323
Russian Federation,Ireland,170
Serbia and Kosovo: S/RES/1244 (1999),Ireland,200
Somalia,Ireland,501
Sudan,Ireland,201
Syrian Arab Rep.,Ireland,109
Ukraine,Ireland,103
Zimbabwe,Ireland,191
Afghanistan,Iran (Islamic Rep. of),27962
Iraq,Iran (Islamic Rep. of),813
Palestinian,Iraq,9250
Iran (Islamic Rep. of),Iraq,8231
Syrian Arab Rep.,Iraq,244642
Turkey,Iraq,15557
Iraq,Jordan,33256
Somalia,Jordan,601
Sudan,Jordan,1815
Syrian Arab Rep.,Jordan,628223
Afghanistan,Kazakhstan,644
Burundi,Kenya,848
Dem. Rep. of the Congo,Kenya,12046
Eritrea,Kenya,1229
Ethiopia,Kenya,21229
Rwanda,Kenya,813
Somalia,Kenya,417920
Sudan,Kenya,3419
South Sudan,Kenya,95671
Uganda,Kenya,637
Afghanistan,Kyrgyzstan,258
Myanmar,Rep. of Korea,213
Syrian Arab Rep.,Rep. of Korea,640
Iraq,Kuwait,391
Somalia,Kuwait,286
Cote d'Ivoire,Liberia,36041
Sierra Leone,Liberia,380
Eritrea,Libya,443
Palestinian,Libya,5380
Iraq,Libya,2507
Somalia,Libya,164
Sudan,Libya,624
Iraq,Lebanon,7234
Sudan,Lebanon,646
Syrian Arab Rep.,Lebanon,1062690
Afghanistan,Sri Lanka,124
Pakistan,Sri Lanka,631
Iran (Islamic Rep. of),Luxembourg,136
Iraq,Luxembourg,214
Serbia and Kosovo: S/RES/1244 (1999),Luxembourg,270
Syrian Arab Rep.,Luxembourg,177
Central African Rep.,Mauritania,410
Cote d'Ivoire,Mauritania,267
Mali,Mauritania,50233
Syrian Arab Rep.,Mauritania,215
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,513
Syrian Arab Rep.,Rep. of Moldova,206
Ukraine,Rep. of Moldova,102
Central African Rep.,Mali,979
Dem. Rep. of the Congo,Mali,242
Cote d'Ivoire,Mali,975
Mauritania,Mali,13539
Afghanistan,Malaysia,173
Palestinian,Malaysia,307
Indonesia,Malaysia,668
Iran (Islamic Rep. of),Malaysia,247
Iraq,Malaysia,591
Sri Lanka,Malaysia,1545
Myanmar,Malaysia,88631
Pakistan,Malaysia,231
Somalia,Malaysia,835
Syrian Arab Rep.,Malaysia,473
Burundi,Malawi,1479
Dem. Rep. of the Congo,Malawi,5361
Rwanda,Malawi,2116
Dem. Rep. of the Congo,Morocco,143
Cote d'Ivoire,Morocco,276
Iraq,Morocco,132
Syrian Arab Rep.,Morocco,2619
Yemen,Morocco,461
Burundi,Mozambique,1119
Dem. Rep. of the Congo,Mozambique,3415
Rwanda,Mozambique,849
Somalia,Mozambique,208
Bosnia and Herzegovina,Montenegro,113
Serbia and Kosovo: S/RES/1244 (1999),Montenegro,1613
Burundi,Namibia,216
Dem. Rep. of the Congo,Namibia,1313
Rwanda,Namibia,132
Bhutan,Nepal,17134
Myanmar,Nepal,156
Pakistan,Nepal,261
Tibetan,Nepal,15000
Chad,Niger,164
Mali,Niger,56012
Nigeria,Niger,68321
El Salvador,Nicaragua,220
Central African Rep.,Nigeria,149
Cameroon,Nigeria,161
Dem. Rep. of the Congo,Nigeria,561
Cote d'Ivoire,Nigeria,117
Mali,Nigeria,136
Iraq,Oman,237
Afghanistan,Pakistan,1560592
Somalia,Pakistan,375
Colombia,Panama,1593
Cuba,Panama,118
Nicaragua,Panama,173
El Salvador,Panama,271
Afghanistan,Romania,141
Iraq,Romania,345
Syrian Arab Rep.,Romania,1591
Burundi,Rwanda,70848
Dem. Rep. of the Congo,Rwanda,73864
Bosnia and Herzegovina,Serbia and Kosovo: S/RES/1244 (1999),9288
Croatia,Serbia and Kosovo: S/RES/1244 (1999),25996
Mauritania,Senegal,13687
Rwanda,Senegal,274
Liberia,Sierra Leone,730
Ethiopia,Somalia,2756
Yemen,Somalia,5183
Central African Rep.,Sudan,1439
Chad,Sudan,8894
Eritrea,Sudan,98676
Ethiopia,Sudan,3194
Somalia,Sudan,147
South Sudan,Sudan,97505
Syrian Arab Rep.,Sudan,2692
Central African Rep.,South Sudan,1882
Dem. Rep. of the Congo,South Sudan,15916
Ethiopia,South Sudan,4200
Sudan,South Sudan,241002
Burundi,Eswatini,144
Dem. Rep. of the Congo,Eswatini,320
Rwanda,Eswatini,136
Afghanistan,Switzerland,4641
Algeria,Switzerland,153
Angola,Switzerland,908
Armenia,Switzerland,120
Bosnia and Herzegovina,Switzerland,2263
Cambodia,Switzerland,342
China,Switzerland,870
Cameroon,Switzerland,215
Dem. Rep. of the Congo,Switzerland,1173
Colombia,Switzerland,274
Eritrea,Switzerland,10815
Ethiopia,Switzerland,1019
Georgia,Switzerland,100
Guinea,Switzerland,125
Cote d'Ivoire,Switzerland,133
Iran (Islamic Rep. of),Switzerland,1604
Iraq,Switzerland,3501
Lao People's Dem. Rep.,Switzerland,136
Libya,Switzerland,245
Sri Lanka,Switzerland,2606
North Macedonia,Switzerland,184
Nigeria,Switzerland,163
Russian Federation,Switzerland,360
Rwanda,Switzerland,164
Somalia,Switzerland,3203
Syrian Arab Rep.,Switzerland,6260
Turkey,Switzerland,496
Afghanistan,Syrian Arab Rep.,1213
Iraq,Syrian Arab Rep.,18253
Somalia,Syrian Arab Rep.,490
Sudan,Syrian Arab Rep.,699
Burundi,United Rep. of Tanzania,155755
Dem. Rep. of the Congo,United Rep. of Tanzania,55803
Somalia,United Rep. of Tanzania,150
China,Thailand,112
Palestinian,Thailand,409
Sri Lanka,Thailand,152
Myanmar,Thailand,53233
Pakistan,Thailand,554
Viet Nam,Thailand,201
Afghanistan,Tajikistan,1950
Central African Rep.,Togo,476
Dem. Rep. of the Congo,Togo,102
Ghana,Togo,18476
Cote d'Ivoire,Togo,2516
Rwanda,Togo,211
Syrian Arab Rep.,Tunisia,499
Afghanistan,Turkey,3846
Palestinian,Turkey,906
Iran (Islamic Rep. of),Turkey,5262
Iraq,Turkey,24135
Kyrgyzstan,Turkey,204
Somalia,Turkey,2364
Sudan,Turkey,262
Yemen,Turkey,101
Iraq,United Arab Emirates,589
Burundi,Uganda,26256
Dem. Rep. of the Congo,Uganda,201782
Eritrea,Uganda,3401
Ethiopia,Uganda,1495
Kenya,Uganda,289
Pakistan,Uganda,135
Rwanda,Uganda,14714
Somalia,Uganda,27720
Sudan,Uganda,1992
South Sudan,Uganda,199359
Afghanistan,Ukraine,1520
Armenia,Ukraine,200
Azerbaijan,Ukraine,169
Russian Federation,Ukraine,116
Somalia,Ukraine,115
Syrian Arab Rep.,Ukraine,399
Colombia,Uruguay,140
Afghanistan,Uzbekistan,106
Colombia,Venezuela (Bolivarian Republic of),6613
Eritrea,Yemen,1278
Ethiopia,Yemen,5645
Palestinian,Yemen,482
Iraq,Yemen,3404
Somalia,Yemen,253215
Syrian Arab Rep.,Yemen,3011
Burundi,Zambia,2931
Dem. Rep. of the Congo,Zambia,19293
Rwanda,Zambia,1548
Somalia,Zambia,2403
Uganda,Zambia,105
Burundi,Zimbabwe,608
Dem. Rep. of the Congo,Zimbabwe,5414
Rwanda,Zimbabwe,764
Pakistan,Afghanistan,59737
Western Sahara,Algeria,90000
Eritrea,Egypt,1531
Ethiopia,Egypt,1392
Palestinian,Egypt,70027
Cote d'Ivoire,Egypt,139
Iraq,Egypt,4362
Somalia,Egypt,3384
Sudan,Egypt,13848
South Sudan,Egypt,2532
Syrian Arab Rep.,Egypt,116013
Colombia,Argentina,542
Cuba,Argentina,257
Peru,Argentina,547
Syrian Arab Rep.,Argentina,357
Azerbaijan,Armenia,1062
Iraq,Armenia,1017
Ukraine,Armenia,113
Afghanistan,Azerbaijan,562
Russian Federation,Azerbaijan,501
Iraq,Bahrain,251
Dem. Rep. of the Congo,Burundi,57055
Rwanda,Burundi,375
Afghanistan,Belgium,3201
Albania,Belgium,534
Armenia,Belgium,127
Burundi,Belgium,454
China,Belgium,1197
Cameroon,Belgium,404
Dem. Rep. of the Congo,Belgium,1015
Djibouti,Belgium,267
Eritrea,Belgium,1000
Ethiopia,Belgium,121
Palestinian,Belgium,117
Guinea,Belgium,2690
Cote d'Ivoire,Belgium,153
Iran (Islamic Rep. of),Belgium,960
Iraq,Belgium,4000
Sri Lanka,Belgium,394
Mauritania,Belgium,206
North Macedonia,Belgium,113
Pakistan,Belgium,222
Poland,Belgium,154
Russian Federation,Belgium,2558
Rwanda,Belgium,803
Serbia and Kosovo: S/RES/1244 (1999),Belgium,155
Senegal,Belgium,435
Somalia,Belgium,1280
Sudan,Belgium,174
Syrian Arab Rep.,Belgium,9080
Togo,Belgium,176
Turkey,Belgium,587
Ukraine,Belgium,166
Central African Rep.,Benin,617
Cote d'Ivoire,Benin,165
Myanmar,Bangladesh,3987
Central African Rep.,Burkina Faso,228
Chad,Burkina Faso,116
Mali,Burkina Faso,32017
Afghanistan,Belarus,227
Namibia,Botswana,924
Somalia,Botswana,300
Zimbabwe,Botswana,693
Angola,Brazil,1109
Bolivia (Plurinational State of),Brazil,151
Dem. Rep. of the Congo,Brazil,1262
Colombia,Brazil,1288
Cuba,Brazil,147
Palestinian,Brazil,448
Iraq,Brazil,279
Liberia,Brazil,259
Lebanon,Brazil,399
Nigeria,Brazil,114
Pakistan,Brazil,236
Sierra Leone,Brazil,150
Syrian Arab Rep.,Brazil,2591
Croatia,Bosnia and Herzegovina,5164
Afghanistan,Canada,600
Egypt,Canada,153
Burundi,Canada,295
China,Canada,608
Cameroon,Canada,199
Dem. Rep. of the Congo,Canada,277
Colombia,Canada,169
Eritrea,Canada,211
Ethiopia,Canada,275
Haiti,Canada,293
Hungary,Canada,197
India,Canada,127
Iran (Islamic Rep. of),Canada,114
Iraq,Canada,297
Libya,Canada,107
Sri Lanka,Canada,183
Nepal,Canada,106
Nigeria,Canada,336
Pakistan,Canada,940
Somalia,Canada,368
Syrian Arab Rep.,Canada,304
Turkey,Canada,288
Ukraine,Canada,152
Venezuela (Bolivarian Republic of),Canada,123
Yemen,Canada,118
Chad,Central African Rep.,163
Dem. Rep. of the Congo,Central African Rep.,4708
Rwanda,Central African Rep.,146
Sudan,Central African Rep.,2114
South Sudan,Central African Rep.,4912
Central African Rep.,Chad,70223
Dem. Rep. of the Congo,Chad,257
Niger,Chad,447
Nigeria,Chad,7777
Sudan,Chad,312468
Somalia,China,102
Central African Rep.,Cameroon,283602
Chad,Cameroon,1465
Dem. Rep. of the Congo,Cameroon,517
Nigeria,Cameroon,61963
Rwanda,Cameroon,785
Angola,Congo,317
Central African Rep.,Congo,24474
Dem. Rep. of the Congo,Congo,12284
Rwanda,Congo,9202
Angola,Dem. Rep. of the Congo,494
Burundi,Dem. Rep. of the Congo,36332
Central African Rep.,Dem. Rep. of the Congo,102489
Congo,Dem. Rep. of the Congo,676
Rwanda,Dem. Rep. of the Congo,245052
Sudan,Dem. Rep. of the Congo,150
South Sudan,Dem. Rep. of the Congo,66672
Colombia,Costa Rica,2335
Cuba,Costa Rica,377
Nicaragua,Costa Rica,458
El Salvador,Costa Rica,501
Venezuela (Bolivarian Republic of),Costa Rica,269
Western Sahara,Cuba,158
Eritrea,Djibouti,322
Ethiopia,Djibouti,516
Somalia,Djibouti,13021
Yemen,Djibouti,3777
Haiti,Dominican Rep.,573
Somalia,Eritrea,2244
Dem. Rep. of the Congo,Ethiopia,444
Eritrea,Ethiopia,84468
Kenya,Ethiopia,3326
Somalia,Ethiopia,242014
Sudan,Ethiopia,39896
South Sudan,Ethiopia,338774
Yemen,Ethiopia,1423
Afghanistan,France,7685
Albania,France,3568
Algeria,France,1534
Angola,France,3408
Egypt,France,842
Armenia,France,4117
Azerbaijan,France,2926
Burundi,France,509
Bangladesh,France,4611
Bhutan,France,111
Burkina Faso,France,138
Belarus,France,524
Bosnia and Herzegovina,France,4065
Cambodia,France,11566
Central African Rep.,France,2312
Chad,France,1315
China,France,3989
Cameroon,France,897
Congo,France,3251
Dem. Rep. of the Congo,France,15037
Comoros,France,552
Colombia,France,472
Cuba,France,160
Djibouti,France,194
Eritrea,France,3063
Ethiopia,France,795
Gambia,France,210
Palestinian,France,705
Georgia,France,3011
Ghana,France,518
Guinea-Bissau,France,903
Guinea,France,6823
Haiti,France,3444
Cote d'Ivoire,France,2886
India,France,200
Iran (Islamic Rep. of),France,2480
Iraq,France,6043
Kazakhstan,France,531
Kyrgyzstan,France,295
Lao People's Dem. Rep.,France,6841
Liberia,France,229
Libya,France,322
Lebanon,France,134
Sri Lanka,France,24326
Madagascar,France,220
Mauritania,France,5183
North Macedonia,France,335
Rep. of Moldova,France,343
Mali,France,4222
Mongolia,France,409
Morocco,France,352
Myanmar,France,324
Nepal,France,128
Nigeria,France,1653
Pakistan,France,1137
Peru,France,288
Poland,France,143
Romania,France,157
Russian Federation,France,15232
Rwanda,France,2808
Serbia and Kosovo: S/RES/1244 (1999),France,13154
Senegal,France,939
Sierra Leone,France,511
Somalia,France,2524
Viet Nam,France,8008
Sudan,France,7049
Slovakia,France,115
Syrian Arab Rep.,France,8991
Togo,France,697
Tunisia,France,272
Turkey,France,10615
Uganda,France,109
Ukraine,France,1382
Uzbekistan,France,220
Western Sahara,France,420
Yemen,France,143
Chad,Gabon,645
Cote d'Ivoire,Gambia,192
Senegal,Gambia,7470
Sierra Leone,Gambia,120
