Unnamed: 0,year,country_origin,country_asylum,share_borders,female_0to4,female_5to11,female_12to17,female_18to59,female_60,female_other,Female total,male_0to4,male_5to11,male_12to17,male_18to59,unknown_demographic,male_60,male_other,Male total,total,recognized_decisions,complementary_protection,rejected,otherwise_closed,total_decisions
43530,2016,Syria,Turkey,1,0,0,0,0,0,0,0,0,0,0,0,2823987,0,0,0,2823987,10.0,0.0,0.0,142.0,152.0
40302,2015,Syria,Turkey,1,0,0,0,0,0,0,0,0,0,0,0,2503549,0,0,0,2503549,,,,,
37098,2014,Syria,Turkey,1,22362,23159,16184,50709,4049,0,116463,24319,24471,16963,50305,1321403,3975,0,120033,1557899,8230.0,0.0,0.0,0.0,8230.0
37054,2014,Syria,Lebanon,1,104393,125014,72649,286605,18290,0,606951,107270,130784,72845,215940,0,13704,0,540543,1147494,6733.0,0.0,0.0,0.0,6733.0
40257,2015,Syria,Lebanon,1,95463,116578,65823,256675,15372,0,549911,99684,122887,67918,210218,0,12072,0,512779,1062690,9067.0,0.0,0.0,399.0,9466.0
43483,2016,Syria,Lebanon,1,86670,117548,65930,241509,14922,0,526579,90768,123198,68497,184608,0,11853,0,478924,1005503,,,,,
46786,2017,Syria,Lebanon,1,82179,120660,67565,235244,14300,0,519948,86038,126718,70516,177641,0,11266,0,472179,992127,0.0,0.0,0.0,5.0,5.0
50167,2018,Syria,Lebanon,1,73369,118259,66067,221612,13559,0,492866,77130,123308,69048,171050,0,10779,0,451315,944181,0.0,0.0,0.0,5.0,5.0
53596,2019,Syria,Lebanon,1,67536,115368,66964,211653,11700,1096,474317,71067,119823,70108,165261,0,9095,915,436269,910586,0.0,0.0,0.0,26.0,26.0
57069,2020,Syria,Lebanon,1,60955,106851,68063,201884,12228,0,449981,63832,111032,71132,159659,0,9664,0,415319,865300,,,,,
33955,2013,Syria,Lebanon,1,83487,84857,51820,201667,12285,0,434116,88680,90144,51251,177593,0,9500,0,417168,851284,458.0,0.0,0.0,0.0,458.0
60656,2021,Syria,Lebanon,1,52226,102370,69539,200564,12150,0,436849,54751,106340,72435,160745,0,9809,0,404080,840929,,,,,
50162,2018,Syria,Jordan,1,46898,69554,45900,161540,15691,0,339583,49965,74379,48197,152974,0,11185,0,336700,676283,,,,,
60650,2021,Syria,Jordan,1,44981,68291,48434,158986,16088,0,336780,47028,72204,50937,154638,0,11365,0,336172,672952,,,,,
57063,2020,Syria,Jordan,1,43545,69632,46519,156166,15796,0,331658,45975,73519,48798,151631,0,11209,0,331132,662790,,,,,
53590,2019,Syria,Jordan,1,47559,69461,44096,151737,14723,0,327576,50292,73253,46332,146766,0,10473,0,327116,654692,,,,,
46781,2017,Syria,Jordan,1,50049,70376,43150,152346,14186,0,330107,53115,74180,45278,140351,0,10000,0,322924,653031,,,,,
43478,2016,Syria,Jordan,1,48161,69590,43099,154167,14264,0,329281,50969,73578,45226,139704,0,10078,0,319555,648836,,,,,
40251,2015,Syria,Jordan,1,47134,67643,41629,149579,13453,0,319438,49724,71487,43927,133962,0,9685,0,308785,628223,7367.0,0.0,0.0,46.0,7413.0
37049,2014,Syria,Jordan,1,51833,64223,40616,147125,12634,0,316431,54699,67760,43277,131825,0,9120,0,306681,623112,5401.0,0.0,5.0,660.0,6066.0
60638,2021,Syria,Germany,0,29528,44232,28721,123599,7305,5,233390,31056,48116,34461,263229,2522,8961,5,385828,621740,17406.0,20763.0,4091.0,29686.0,71946.0
57051,2020,Syria,Germany,0,31045,40944,26506,119837,6656,5,224993,32859,45092,32469,261284,552,8089,0,379793,605338,35170.0,1046.0,8564.0,9416.0,54196.0
33990,2013,Syria,Turkey,1,0,5,34,48,0,0,87,0,5,6,27,585476,0,0,38,585601,116.0,0.0,0.0,97.0,213.0
33950,2013,Syria,Jordan,1,54454,58887,40398,138153,11429,0,303321,55582,61177,42248,114747,0,8229,0,281983,585304,800.0,0.0,0.0,491.0,1291.0
53578,2019,Syria,Germany,0,29466,37038,22742,112803,5867,0,207916,31218,41576,29517,255662,0,6929,0,364902,572818,25356.0,16944.0,8402.0,14468.0,65170.0
50149,2018,Syria,Germany,0,26342,32345,18666,103267,5178,0,185798,28094,36934,26909,248413,0,5917,0,346267,532065,27122.0,18772.0,16144.0,16691.0,78729.0
46769,2017,Syria,Germany,0,24513,28751,15968,93786,4531,0,167549,26338,33486,26552,237748,0,5001,0,329125,496674,53474.0,56707.0,11821.0,17697.0,139699.0
43466,2016,Syria,Germany,0,16243,20415,10899,69053,3291,0,119901,17579,24354,18724,190995,0,3569,0,255221,375122,172319.0,122771.0,1011.0,8811.0,304912.0
60646,2021,Syria,Iraq,1,19129,23522,12304,62057,4747,0,121759,20108,24575,13521,70686,0,3912,0,132802,254561,,,,,
50157,2018,Syria,Iraq,1,20354,21046,11457,62104,3982,0,118943,21628,21881,12693,73964,0,3417,0,133583,252526,,,,,
31016,2012,Syria,Turkey,1,15,0,0,5,0,72191,72211,5,0,0,5,97298,0,78947,78957,248466,10.0,0.0,0.0,35.0,45.0
46776,2017,Syria,Iraq,1,19447,20578,11292,59897,3603,0,114817,20575,21512,12763,74367,0,3023,0,132240,247057,,,,,
53586,2019,Syria,Iraq,1,21166,20890,11408,60530,4136,0,118130,22582,21679,13604,66416,0,3399,0,127680,245810,,,,,
40246,2015,Syria,Iraq,1,17983,18946,11302,55610,3045,0,106886,18566,19933,13996,82589,0,2672,0,137756,244642,5.0,393.0,0.0,827.0,1225.0
57059,2020,Syria,Iraq,1,18205,21867,11771,59946,4419,0,116208,19380,22680,13270,66922,0,3703,0,125955,242163,,,,,
14350,2006,Turkey,Germany,0,0,0,0,0,0,0,0,0,0,0,0,175579,0,0,0,175579,148.0,23.0,1808.0,1285.0,3264.0
16991,2007,Turkey,Germany,0,0,0,0,0,0,0,0,0,0,0,0,169616,0,0,0,169616,102.0,20.0,1225.0,844.0,2191.0
19701,2008,Turkey,Germany,0,0,0,0,0,0,0,0,0,0,0,0,161919,0,0,0,161919,119.0,10.0,659.0,595.0,1383.0
4417,2002,Turkey,Germany,0,0,0,0,0,0,0,0,0,0,0,0,148983,0,0,0,148983,1638.0,119.0,8307.0,4740.0,14804.0
6847,2003,Turkey,Germany,0,0,0,0,0,0,0,0,0,0,0,0,140702,0,0,0,140702,1110.0,118.0,7365.0,4186.0,12779.0
9305,2004,Turkey,Germany,0,0,0,0,0,0,0,0,0,0,0,0,128419,0,0,0,128419,600.0,66.0,4334.0,3201.0,8201.0
11798,2005,Turkey,Germany,0,0,0,0,0,0,0,0,0,0,0,0,122891,0,0,0,122891,669.0,47.0,2922.0,2347.0,5985.0
22446,2009,Turkey,Germany,0,563,3364,5467,25569,3111,0,38074,610,3646,5807,50007,0,2924,0,62994,101068,194.0,27.0,1018.0,720.0,1959.0
25282,2010,Turkey,Germany,0,484,2765,5051,25143,3325,0,36768,590,2933,5351,48923,0,3343,0,61140,97908,251.0,25.0,1292.0,598.0,2166.0
28168,2011,Turkey,Germany,0,388,2141,4518,24355,3407,0,34809,458,2293,4758,47072,0,3578,0,58159,92968,131.0,26.0,1157.0,502.0,1816.0
31088,2012,Turkey,Germany,0,361,1842,4093,24162,3607,0,34065,418,1981,4201,46117,0,3991,0,56708,90773,126.0,29.0,704.0,410.0,1269.0
60803,2021,Turkey,Germany,0,750,1976,1045,9306,1866,0,14943,803,2013,1186,14870,0,2138,0,21010,35953,3174.0,144.0,5690.0,2889.0,11897.0
57218,2020,Turkey,Germany,0,747,1673,880,8822,1869,0,13991,770,1673,993,13870,10,2038,0,19344,33345,4801.0,126.0,2626.0,6688.0,14241.0
53744,2019,Turkey,Germany,0,605,1158,631,7882,1809,0,12085,634,1165,725,12012,0,1849,0,16385,28470,5232.0,117.0,6218.0,3005.0,14572.0
34066,2013,Turkey,Germany,0,101,537,1129,6892,1745,0,10404,104,614,1193,10750,0,1384,0,14045,24449,91.0,34.0,762.0,423.0,1310.0
50314,2018,Turkey,Germany,0,429,716,440,6855,1806,0,10246,405,742,547,10348,0,1748,0,13790,24036,3786.0,141.0,5166.0,2846.0,11939.0
37182,2014,Turkey,Germany,0,87,419,862,6347,1752,0,9467,87,481,930,9861,0,1416,0,12775,22242,84.0,44.0,546.0,494.0,1168.0
46930,2017,Turkey,Germany,0,247,400,381,6187,1793,0,9008,222,467,461,9306,0,1656,0,12112,21120,3338.0,275.0,7170.0,2782.0,13565.0
40389,2015,Turkey,Germany,0,64,311,590,5947,1712,0,8624,51,341,648,9133,0,1484,0,11657,20281,124.0,42.0,431.0,728.0,1325.0
43622,2016,Turkey,Germany,0,57,244,403,5666,1774,0,8144,57,247,499,8575,0,1614,0,10992,19136,125.0,56.0,793.0,1136.0,2110.0
14353,2006,Turkey,Iraq,1,1045,1750,1437,3879,370,0,8481,1124,1753,1479,3656,0,339,0,8351,16832,0.0,0.0,0.0,120.0,120.0
37185,2014,Turkey,Iraq,1,1481,2025,962,3436,290,0,8194,1438,1953,1052,3730,0,270,0,8443,16637,41.0,0.0,14.0,0.0,55.0
60802,2021,Turkey,France,0,0,0,0,0,0,0,0,0,0,0,0,16053,0,0,0,16053,1704.0,58.0,6954.0,366.0,9082.0
19704,2008,Turkey,Iraq,1,574,1607,1316,4097,374,0,7968,617,1757,1289,3788,0,297,0,7748,15716,0.0,0.0,0.0,96.0,96.0
43625,2016,Turkey,Iraq,1,257,944,1265,4791,610,0,7867,312,0,1364,4732,0,472,945,7825,15692,11.0,0.0,0.0,0.0,11.0
25285,2010,Turkey,Iraq,1,1347,1571,1399,2499,860,0,7676,1438,1643,1495,2479,0,875,0,7930,15606,0.0,0.0,0.0,1426.0,1426.0
40392,2015,Turkey,Iraq,1,227,1095,1271,4645,582,0,7820,273,1105,1374,4536,0,449,0,7737,15557,5.0,0.0,0.0,0.0,5.0
16994,2007,Turkey,Iraq,1,767,1563,1392,3821,354,0,7897,865,1722,1364,3441,0,264,0,7656,15553,,,,,
46933,2017,Turkey,Iraq,1,238,797,1251,4872,617,0,7775,291,816,1332,4820,0,480,0,7739,15514,0.0,0.0,0.0,192.0,192.0
31091,2012,Turkey,Iraq,1,1069,2017,1003,3311,272,0,7672,1038,1920,1103,3497,0,266,0,7824,15496,43.0,0.0,0.0,17.0,60.0
34069,2013,Turkey,Iraq,1,974,2019,1035,3369,276,0,7673,942,1940,1131,3545,0,265,0,7823,15496,23.0,0.0,0.0,0.0,23.0
50317,2018,Turkey,Iraq,1,233,650,1257,4936,643,0,7719,276,682,1291,4941,0,496,0,7686,15405,0.0,0.0,0.0,173.0,173.0
57224,2020,Turkey,Iraq,1,162,453,1071,5172,713,0,7571,180,522,1083,5262,0,551,0,7598,15169,0.0,0.0,0.0,153.0,153.0
53749,2019,Turkey,Iraq,1,200,546,1123,5045,650,0,7564,228,582,1170,5107,0,516,0,7603,15167,5.0,0.0,0.0,730.0,735.0
28171,2011,Turkey,Iraq,1,1237,1945,841,3164,277,0,7464,1216,1879,882,3384,0,258,0,7619,15083,,,,,
4420,2002,Turkey,Iraq,1,903,1561,1338,2424,752,0,6978,968,1531,1313,2174,0,760,0,6746,13724,285.0,0.0,0.0,0.0,285.0
60809,2021,Turkey,Iraq,1,412,1076,1130,3501,312,0,6431,458,1146,1147,3894,0,320,0,6965,13396,210.0,0.0,0.0,0.0,210.0
9308,2004,Turkey,Iraq,1,584,1500,1288,3089,288,0,6749,662,1580,1354,2750,0,258,0,6604,13353,,,,,
11802,2005,Turkey,Iraq,1,371,1090,935,2311,283,0,4990,418,1133,970,2048,3536,237,0,4806,13332,,,,,
2078,2001,Turkey,Iraq,1,844,1545,1323,2617,231,0,6560,905,1563,1340,2550,0,218,0,6576,13136,,,,,
47133,2017,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,321502,0,0,0,321502,,,,,
50529,2018,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,321502,0,0,0,321502,,,,,
43814,2016,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,317098,0,0,0,317098,,,,,
61045,2021,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,303107,0,0,0,303107,,,,,
53969,2019,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,303095,0,0,0,303095,,,,,
57455,2020,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,303095,0,0,0,303095,,,,,
11922,2005,Viet Nam,China,1,8380,16326,13995,84970,20241,0,143912,11370,18557,15906,91532,0,19620,0,156985,300897,,,,,
14475,2006,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,300897,0,0,0,300897,,,,,
17127,2007,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,300897,0,0,0,300897,,,,,
19841,2008,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,300897,0,0,0,300897,,,,,
22588,2009,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,300897,0,0,0,300897,,,,,
25428,2010,Viet Nam,China,1,0,0,0,0,0,143912,143912,0,0,0,0,0,0,156985,156985,300897,,,,,
28321,2011,Viet Nam,China,1,0,0,0,0,0,143912,143912,0,0,0,0,0,0,156985,156985,300897,,,,,
31240,2012,Viet Nam,China,1,0,0,0,0,0,143912,143912,0,0,0,0,0,0,156985,156985,300897,,,,,
34224,2013,Viet Nam,China,1,0,0,0,0,0,143911,143911,0,0,0,0,0,0,156985,156985,300896,,,,,
37353,2014,Viet Nam,China,1,0,0,0,0,0,143911,143911,0,0,0,0,0,0,156985,156985,300896,,,,,
40571,2015,Viet Nam,China,1,0,0,0,0,0,0,0,0,0,0,0,300896,0,0,0,300896,,,,,
6951,2003,Viet Nam,China,1,8061,17023,14596,84339,18454,0,142473,11197,19424,16649,91944,0,17600,0,156814,299287,,,,,
9419,2004,Viet Nam,China,1,0,0,0,0,0,143658,143658,0,0,0,0,0,0,155629,155629,299287,,,,,
4516,2002,Viet Nam,China,1,7663,16627,14252,84431,17821,0,140794,10786,19181,16440,92711,0,17307,0,156425,297219,,,,,
2168,2001,Viet Nam,China,1,5105,11432,9797,51787,11399,51256,140776,7449,12876,11038,54572,0,11143,57422,154500,295276,,,,,
14499,2006,Viet Nam,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,45757,0,0,0,45757,20.0,0.0,49.0,63.0,132.0
2190,2001,Viet Nam,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,35110,0,0,0,35110,15.0,0.0,98.0,161.0,274.0
11930,2005,Viet Nam,Germany,0,0,0,0,0,0,0,0,0,0,0,0,30786,0,0,0,30786,15.0,5.0,1174.0,371.0,1565.0
4540,2002,Viet Nam,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,30501,0,0,0,30501,21.0,0.0,88.0,121.0,230.0
4524,2002,Viet Nam,Germany,0,0,0,0,0,0,0,0,0,0,0,0,26888,0,0,0,26888,5.0,5.0,2307.0,554.0,2871.0
6958,2003,Viet Nam,Germany,0,0,0,0,0,0,0,0,0,0,0,0,25357,0,0,0,25357,10.0,5.0,2245.0,477.0,2737.0
22596,2009,Viet Nam,Germany,0,69,260,1172,9167,786,0,11454,75,314,1213,11681,0,478,0,13761,25215,5.0,10.0,1108.0,306.0,1429.0
25436,2010,Viet Nam,Germany,0,57,225,865,9257,823,0,11227,74,261,885,11949,0,522,0,13691,24918,0.0,10.0,958.0,278.0,1246.0
28329,2011,Viet Nam,Germany,0,57,201,615,9150,855,0,10878,58,228,617,11935,0,545,0,13383,24261,5.0,15.0,633.0,207.0,860.0
31248,2012,Viet Nam,Germany,0,59,193,394,9012,923,0,10581,57,217,447,11907,0,590,0,13218,23799,5.0,0.0,482.0,141.0,628.0
6974,2003,Viet Nam,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,21250,0,0,0,21250,10.0,0.0,87.0,136.0,233.0
9426,2004,Viet Nam,Germany,0,0,0,0,0,0,0,0,0,0,0,0,21006,0,0,0,21006,0.0,35.0,1758.0,390.0,2183.0
19848,2008,Viet Nam,Germany,0,0,0,0,0,0,0,0,0,0,0,0,14043,0,0,0,14043,5.0,0.0,840.0,259.0,1104.0
17134,2007,Viet Nam,Germany,0,0,0,0,0,0,0,0,0,0,0,0,13222,0,0,0,13222,5.0,5.0,849.0,203.0,1062.0
9442,2004,Viet Nam,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,12381,0,0,0,12381,10.0,0.0,110.0,110.0,230.0
2174,2001,Viet Nam,France,0,0,0,0,0,0,5389,5389,0,0,0,0,0,0,6428,6428,11817,187.0,0.0,19.0,0.0,206.0
14483,2006,Viet Nam,Germany,0,0,0,0,0,0,0,0,0,0,0,0,11678,0,0,0,11678,5.0,0.0,967.0,276.0,1248.0
4522,2002,Viet Nam,France,0,0,0,0,0,0,4917,4917,0,0,0,0,0,0,5901,5901,10818,79.0,0.0,19.0,0.0,98.0
11946,2005,Viet Nam,United States of America,0,0,0,0,0,0,0,0,0,0,0,0,10238,0,0,0,10238,20.0,0.0,64.0,83.0,167.0
